Start Date,End Date,"To what extent do you agree with the following statement? If a person has difficulty with speech, it means they also have intellectual deficiencies",Is it common for a person who has had a stroke or brain injury to have difficulties with speech and communication?,Have you ever heard the term aphasia?,"In your own words, how does aphasia affect the afflicted person",Which of the following best describes aphasia?,"If you can recall, where do you think you first heard about aphasia?",,Have you ever been diagnosed with aphasia?,How long ago were you diagnosed with aphasia?,"Besides yourself, do you know someone who has been diagnosed with aphasia?",Do you know someone who has been diagnosed with aphasia?,Which of the following are causes of aphasia? (select all that apply),,,,,"In the past year, how many times have you seen or heard mention of aphasia in a newspaper or magazine (paper or online), on TV, or on the radio?",Where was the last place you recall reading or hearing about aphasia?,Region,Household Income,Device Type,Age,Gender
4/20/22 20:03,4/20/22 20:05,strongly disagree,Yes,Yes,Affects their ability to communicate,A language disorder,I don't recall,,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,None,Work,East North Central,"$175,000-$199,999",iOS Phone / Tablet,45-60,Male
4/20/22 20:04,4/20/22 20:04,strongly disagree,Yes,No,,,,,,,,,,,,,,,,Pacific,"$50,000-$74,999",Android Phone / Tablet,30-44,Male
4/20/22 20:03,4/20/22 20:04,somewhat disagree,Yes,Yes,"I can't remember, I just recognized the word",A language disorder,I don't recall,,No,,,I don't know,,,,,I'm not sure,None,Probably online,West South Central,"$25,000-$49,999",Android Phone / Tablet,18-29,Male
4/20/22 20:02,4/20/22 20:04,strongly disagree,Yes,Yes,Hard to comminucate,A language disorder,From a family member or friend,,No,,,Yes,Stroke,Brain tumor,,,,3-Jan,Neighbor,East South Central,"$100,000-$124,999",iOS Phone / Tablet,45-60,Female
4/20/22 19:55,4/20/22 20:04,neutral,No,Yes,"Cognitive function declines over time, affecting all systems of the body",A spinal condition,Other (please specify),Book,No,,,No,,Brain tumor,,,,6-Apr,"Media, about Bruce Willis",Pacific,Prefer not to answer,Android Phone / Tablet,45-60,Male
4/20/22 20:01,4/20/22 20:02,strongly agree,Yes,Yes,Understanding and communication,A circulatory condition,From a family member or friend,,Yes,1 - 2 years,Yes,,,,Traumatic brain injury,,,6-Apr,Understanding communication,Pacific,"$175,000-$199,999",iOS Phone / Tablet,45-60,Male
4/20/22 19:59,4/20/22 20:00,strongly disagree,Yes,Yes,They lose the ability to speak,A language disorder,From a family member or friend,,No,,,No,Stroke,Brain tumor,Traumatic brain injury,Heart Disease,,None,School,Mountain,"$50,000-$74,999",iOS Phone / Tablet,18-29,Male
4/20/22 19:58,4/20/22 19:58,strongly disagree,Yes,No,,,,,,,,,,,,,,,,Middle Atlantic,"$75,000-$99,999",Android Phone / Tablet,45-60,Male
4/20/22 19:58,4/20/22 19:58,somewhat disagree,Yes,No,,,,,,,,,,,,,,,,Mountain,Prefer not to answer,MacOS Desktop / Laptop,45-60,Female
4/20/22 19:58,4/20/22 19:58,somewhat agree,I don't know,No,,,,,,,,,,,,,,,,South Atlantic,Prefer not to answer,iOS Phone / Tablet,45-60,Female
4/20/22 19:57,4/20/22 19:58,strongly disagree,Yes,No,,,,,,,,,,,,,,,,West North Central,"$25,000-$49,999",Android Phone / Tablet,30-44,Male
4/20/22 19:55,4/20/22 19:57,strongly disagree,Yes,Yes,Cuts off oxygen to all necessary muscles and organs.,A circulatory condition,From a doctor,,No,,,No,Stroke,,Traumatic brain injury,Heart Disease,,3-Jan,I think it was online or on the TV,South Atlantic,"$10,000-$24,999",Android Phone / Tablet,45-60,Female
4/20/22 19:50,4/20/22 19:57,strongly disagree,Yes,Yes,The person is unable to think and/or communicate properly.,A language disorder,I don't recall,,No,,,I don't know,Stroke,Brain tumor,Traumatic brain injury,,,None,It was mentioned in some article on the internet.,South Atlantic,"$75,000-$99,999",Windows Desktop / Laptop,> 60,Male
4/20/22 19:54,4/20/22 19:55,strongly disagree,Yes,Yes,no idea,I’m not sure,I don't recall,,No,,,No,,,,,I'm not sure,3-Jan,Internet,West South Central,"$150,000-$174,999",Android Phone / Tablet,30-44,Male
4/20/22 19:54,4/20/22 19:55,neutral,Yes,Yes,I genuinely do not know.,A language disorder,"In a newspaper, magazine or online publication",,No,,,Yes,,,Traumatic brain injury,,,6-Apr,Literally just now,Pacific,"$100,000-$124,999",iOS Phone / Tablet,18-29,Male
4/20/22 19:52,4/20/22 19:54,strongly disagree,Yes,Yes,It makes it difficult for them to find the words they want to use when speaking.,None of the above,On TV or in a movie,,No,,,I don't know,Stroke,Brain tumor,Traumatic brain injury,,,10 or more,It's a recurring subject in the news now due to Bruce Willis being diagnosed with it.,Pacific,Prefer not to answer,Windows Desktop / Laptop,45-60,Female
4/20/22 19:51,4/20/22 19:54,somewhat agree,Yes,Yes,its a speech impediment,A language disorder,I don't recall,,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,None,idk,West South Central,"$50,000-$74,999",Android Phone / Tablet,30-44,Male
4/20/22 19:51,4/20/22 19:53,strongly disagree,Yes,Yes,Aphasia is a condition in which a person has trouble finding the right words to say when speaking. In extreme cases it can render the person effectively mute.,None of the above,I don't recall,,No,,,Yes,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,"Honestly, I don't recall",Pacific,"$200,000+",Windows Desktop / Laptop,> 60,Male
4/20/22 19:50,4/20/22 19:53,strongly disagree,Yes,Yes,verbal skills,A language disorder,I don't recall,,No,,,No,,,,,I'm not sure,3-Jan,not sure,Middle Atlantic,"$125,000-$149,999",Windows Desktop / Laptop,> 60,Male
4/20/22 19:51,4/20/22 19:52,somewhat disagree,Yes,Yes,don't know,I’m not sure,"In a newspaper, magazine or online publication",,No,,,No,,,,,I'm not sure,3-Jan,don't recall,Pacific,"$50,000-$74,999",Windows Desktop / Laptop,> 60,Male
4/20/22 19:52,4/20/22 19:52,neutral,I don't know,No,,,,,,,,,,,,,,,,South Atlantic,"$0-$9,999",Android Phone / Tablet,18-29,Male
4/20/22 19:51,4/20/22 19:52,strongly disagree,Yes,No,,,,,,,,,,,,,,,,,Prefer not to answer,Android Phone / Tablet,> 60,Male
4/20/22 19:51,4/20/22 19:51,somewhat agree,Yes,Yes,heart,A heart condition,"In a newspaper, magazine or online publication",,Yes,1 - 2 years,Yes,,Stroke,,Traumatic brain injury,Heart Disease,,3-Jan,radio,South Atlantic,"$150,000-$174,999",Android Phone / Tablet,30-44,Male
4/20/22 19:51,4/20/22 19:51,strongly disagree,Yes,No,,,,,,,,,,,,,,,,West North Central,"$10,000-$24,999",Android Phone / Tablet,45-60,Male
4/20/22 19:49,4/20/22 19:51,neutral,Yes,Yes,slurred speech,I’m not sure,I don't recall,,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,on television,South Atlantic,"$75,000-$99,999",Android Phone / Tablet,> 60,Male
4/20/22 19:48,4/20/22 19:51,strongly disagree,I don't know,Yes,difficulty expressing themselves,A language disorder,On TV or in a movie,,No,,,No,Stroke,,Traumatic brain injury,,,3-Jan,on tv,Middle Atlantic,"$175,000-$199,999",Windows Desktop / Laptop,> 60,Male
4/20/22 19:50,4/20/22 19:51,strongly disagree,Yes,Yes,Some sort of language disorder,A language disorder,"In a newspaper, magazine or online publication",,No,,,No,,,,,I'm not sure,3-Jan,Bruce Willis,Pacific,"$75,000-$99,999",iOS Phone / Tablet,30-44,Male
4/20/22 19:50,4/20/22 19:51,strongly disagree,No,No,,,,,,,,,,,,,,,,Pacific,"$75,000-$99,999",Windows Desktop / Laptop,> 60,Male
4/20/22 19:49,4/20/22 19:50,strongly disagree,Yes,Yes,Trouble with speech and communication,A language disorder,On TV or in a movie,,No,,,Yes,,,,,I'm not sure,9-Jul,News,West North Central,"$100,000-$124,999",iOS Phone / Tablet,30-44,Male
4/20/22 19:50,4/20/22 19:50,somewhat disagree,Yes,No,,,,,,,,,,,,,,,,Pacific,"$100,000-$124,999",iOS Phone / Tablet,30-44,Male
4/20/22 19:48,4/20/22 19:50,somewhat disagree,Yes,Yes,Not sure just recognize the word.,A language disorder,On TV or in a movie,,No,,,I don't know,Stroke,,,,,3-Jan,tv,Pacific,Prefer not to answer,Windows Desktop / Laptop,45-60,Female
4/20/22 19:47,4/20/22 19:50,strongly disagree,Yes,Yes,Speech,A language disorder,"In a newspaper, magazine or online publication",,No,,,I don't know,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,Online article,East South Central,"$25,000-$49,999",iOS Phone / Tablet,> 60,Male
4/20/22 19:46,4/20/22 19:50,strongly disagree,Yes,Yes,It affects their cognitive ability,None of the above,"In a newspaper, magazine or online publication",,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,10 or more,On line news regarding Bruce Willis,East North Central,"$125,000-$149,999",iOS Phone / Tablet,> 60,Male
4/20/22 19:48,4/20/22 19:49,strongly disagree,Yes,Yes,Memory loss,None of the above,On TV or in a movie,,No,,,Yes,Stroke,,,,,3-Jan,CNN,West North Central,"$100,000-$124,999",iOS Phone / Tablet,> 60,Male
4/20/22 19:49,4/20/22 19:49,strongly disagree,No,No,,,,,,,,,,,,,,,,South Atlantic,"$25,000-$49,999",iOS Phone / Tablet,> 60,Male
4/20/22 19:48,4/20/22 19:49,strongly disagree,Yes,Yes,Difficulty in determining or discerning the spoken word,I’m not sure,"In a newspaper, magazine or online publication",,No,,,No,,,,,I'm not sure,3-Jan,Bruce,East South Central,"$200,000+",Android Phone / Tablet,> 60,Male
4/20/22 19:49,4/20/22 19:49,strongly disagree,Yes,No,,,,,,,,,,,,,,,,East North Central,"$50,000-$74,999",Android Phone / Tablet,18-29,Male
4/20/22 19:47,4/20/22 19:49,strongly disagree,Yes,Yes,difficulty with language,A language disorder,I don't recall,,Yes,More than 3 years ago,Yes,,Stroke,,Traumatic brain injury,,,3-Jan,don't remember,Middle Atlantic,Prefer not to answer,Windows Desktop / Laptop,> 60,Male
4/20/22 19:47,4/20/22 19:49,strongly disagree,Yes,Yes,It interferes with the ability to speak.,A language disorder,I don't recall,,No,,,I don't know,,,,,I'm not sure,None,I don't remember.,South Atlantic,"$10,000-$24,999",Windows Desktop / Laptop,> 60,Male
4/20/22 19:47,4/20/22 19:49,strongly disagree,Yes,Yes,difficult to remember words or complete a sentence,A language disorder,I don't recall,,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,10 or more,cnn,Pacific,"$150,000-$174,999",Windows Desktop / Laptop,> 60,Male
4/20/22 19:48,4/20/22 19:49,strongly disagree,Yes,No,,,,,,,,,,,,,,,,Middle Atlantic,"$25,000-$49,999",Android Phone / Tablet,> 60,Male
4/20/22 19:46,4/20/22 19:48,somewhat agree,Yes,Yes,I have heard of the word but don't know anything about the affects,A circulatory condition,I don't recall,,No,,,No,Stroke,,,,,3-Jan,"Don't know, maybe TV",Mountain,"$75,000-$99,999",Windows Desktop / Laptop,> 60,Male
4/20/22 19:44,4/20/22 19:48,strongly disagree,Yes,Yes,Leads to abnormal speech and/or understanding of speech.,A language disorder,Other (please specify),College neurosciences course.,No,,,Yes,Stroke,Brain tumor,Traumatic brain injury,Heart Disease,,6-Apr,Online news regarding actor Bruce Willis.,New England,"$200,000+",iOS Phone / Tablet,> 60,Male
4/20/22 19:47,4/20/22 19:47,somewhat disagree,Yes,Yes,Bsbbzbbxbd,A language disorder,"In a newspaper, magazine or online publication",,Yes,1 - 2 years,Yes,,,Brain tumor,Traumatic brain injury,,,6-Apr,Sbsbhsb,Pacific,"$150,000-$174,999",iOS Phone / Tablet,45-60,Male
4/20/22 19:45,4/20/22 19:47,strongly disagree,Yes,Yes,the person cannot speak the words s/he wants to say,A language disorder,Other (please specify),in medical school,No,,,No,Stroke,Brain tumor,Traumatic brain injury,Heart Disease,,6-Apr,online news- ,East South Central,"$200,000+",Windows Desktop / Laptop,> 60,Male
4/20/22 19:47,4/20/22 19:47,strongly disagree,Yes,Yes,,,,,,,,,,,,,,,,,,,,
4/20/22 19:46,4/20/22 19:47,strongly disagree,Yes,No,,,,,,,,,,,,,,,,New England,"$100,000-$124,999",Windows Desktop / Laptop,> 60,Male
4/20/22 19:44,4/20/22 19:46,strongly disagree,Yes,Yes,The brain is not able to communicate to the body on how to speak certain words,A language disorder,On TV or in a movie,,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,On wikipedia after researching an episode of House,South Atlantic,"$125,000-$149,999",iOS Phone / Tablet,18-29,Male
4/20/22 19:44,4/20/22 19:46,strongly agree,Yes,Yes,Forgetfulness. Loss of memories ,A language disorder,On TV or in a movie,,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,9-Jul,Tv show,South Atlantic,"$100,000-$124,999",iOS Phone / Tablet,> 60,Male
4/20/22 19:45,4/20/22 19:46,strongly disagree,Yes,Yes,I don’t recall. ,I’m not sure,I don't recall,,No,,,I don't know,,,,,I'm not sure,3-Jan,I don’t recall ,South Atlantic,"$100,000-$124,999",MacOS Desktop / Laptop,> 60,Male
4/20/22 19:45,4/20/22 19:46,strongly disagree,Yes,No,,,,,,,,,,,,,,,,Mountain,"$50,000-$74,999",iOS Phone / Tablet,18-29,Male
4/20/22 19:45,4/20/22 19:46,somewhat disagree,I don't know,No,,,,,,,,,,,,,,,,South Atlantic,"$125,000-$149,999",Android Phone / Tablet,45-60,Female
4/20/22 19:45,4/20/22 19:46,neutral,Yes,No,,,,,,,,,,,,,,,,Middle Atlantic,"$50,000-$74,999",iOS Phone / Tablet,45-60,Male
4/20/22 19:44,4/20/22 19:45,strongly disagree,Yes,No,,,,,,,,,,,,,,,,East North Central,"$75,000-$99,999",MacOS Desktop / Laptop,> 60,Male
4/20/22 19:42,4/20/22 19:44,somewhat disagree,Yes,Yes,difficulty communicating,None of the above,I don't recall,,No,,,No,,,,,I'm not sure,3-Jan,TV,Pacific,"$75,000-$99,999",Windows Desktop / Laptop,> 60,Male
4/20/22 19:42,4/20/22 19:44,strongly disagree,Yes,Yes,A person will lose words or have difficulty remembering things,A language disorder,I don't recall,,No,,,Yes,Stroke,Brain tumor,Traumatic brain injury,,,6-Apr,The news about Bruce Willis,Middle Atlantic,Prefer not to answer,Windows Desktop / Laptop,45-60,Female
4/20/22 19:38,4/20/22 19:44,strongly disagree,Yes,Yes,they can't get a mental picture on their brain,None of the above,From a family member or friend,,No,,,Yes,,,,,I'm not sure,None,about a month ago when I asked a friend of mine about her son who has it,South Atlantic,"$10,000-$24,999",Android Phone / Tablet,45-60,Female
4/20/22 19:42,4/20/22 19:44,strongly disagree,Yes,Yes,"After a stroke, a person has a hard time communicating verbally",I’m not sure,"In a newspaper, magazine or online publication",,No,,,No,Stroke,,,,I'm not sure,3-Jan,An article in Apple News,Mountain,Prefer not to answer,iOS Phone / Tablet,18-29,Male
4/20/22 19:43,4/20/22 19:43,strongly disagree,Yes,No,,,,,,,,,,,,,,,,South Atlantic,"$100,000-$124,999",iOS Phone / Tablet,> 60,Male
4/20/22 19:42,4/20/22 19:43,strongly disagree,Yes,Yes,inability to understand spoken or word or talk,A language disorder,On TV or in a movie,,No,,,No,Stroke,,Traumatic brain injury,,,3-Jan,Bruce Willis,Pacific,"$75,000-$99,999",Android Phone / Tablet,45-60,Male
4/20/22 19:41,4/20/22 19:41,strongly disagree,Yes,No,,,,,,,,,,,,,,,,Mountain,"$100,000-$124,999",iOS Phone / Tablet,30-44,Male
4/20/22 19:39,4/20/22 19:40,strongly disagree,Yes,Yes,Not sure,I’m not sure,On TV or in a movie,,No,,,No,,,,,I'm not sure,None,N/A,East North Central,"$100,000-$124,999",iOS Phone / Tablet,30-44,Male
4/20/22 19:38,4/20/22 19:40,somewhat disagree,No,Yes,the mind,None of the above,Other (please specify),bruce willis,No,,,I don't know,,,,,I'm not sure,9-Jul,people mag.,New England,"$25,000-$49,999",Other,45-60,Male
4/20/22 19:38,4/20/22 19:40,somewhat disagree,Yes,Yes,Makes it difficult to understand language,A language disorder,Other (please specify),Bruce Willis,No,,,No,,,,,I'm not sure,3-Jan,Twitter,West North Central,"$100,000-$124,999",iOS Phone / Tablet,18-29,Male
4/20/22 19:36,4/20/22 19:39,strongly disagree,Yes,Yes,Baldness,None of the above,"In a newspaper, magazine or online publication",,No,,,No,,,,,I'm not sure,None,Don’t know,New England,"$100,000-$124,999",iOS Phone / Tablet,30-44,Male
4/20/22 19:34,4/20/22 19:38,somewhat disagree,No,Yes,It had firstly affects their speech.,None of the above,From a family member or friend,,No,,,No,Stroke,Brain tumor,Traumatic brain injury,Heart Disease,,3-Jan,Tv,Pacific,"$125,000-$149,999",iOS Phone / Tablet,30-44,Male
4/20/22 19:37,4/20/22 19:38,neutral,No,Yes,Aphasia makes it hard for the person to communicate.,A language disorder,"In a newspaper, magazine or online publication",,No,,,Yes,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,I remember seeing it on a YouTube video about his dad getting aphasia.,Pacific,"$25,000-$49,999",iOS Phone / Tablet,30-44,Male
4/20/22 19:37,4/20/22 19:38,somewhat disagree,Yes,No,,,,,,,,,,,,,,,,South Atlantic,"$50,000-$74,999",iOS Phone / Tablet,> 60,Male
4/20/22 19:35,4/20/22 19:37,somewhat disagree,Yes,Yes,they can't express themselves like they use to,A language disorder,On TV or in a movie,,No,,,Yes,Stroke,,,,,3-Jan,tv,West South Central,"$100,000-$124,999",Android Phone / Tablet,45-60,Female
4/20/22 19:35,4/20/22 19:37,neutral,I don't know,Yes,"They have hard trouble talking that’s what I heard is that true??? How does this go about , what else does it do???",I’m not sure,"In a newspaper, magazine or online publication",,No,,,No,,,,,I'm not sure,3-Jan,TMZ,Middle Atlantic,"$0-$9,999",iOS Phone / Tablet,45-60,Male
4/20/22 19:34,4/20/22 19:36,strongly disagree,Yes,Yes,Makes it difficult to speak and/or to understand spoken language.,A language disorder,I don't recall,,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,9-Jul,"NY Times, with reference to Bruce Willis",New England,"$100,000-$124,999",Windows Desktop / Laptop,> 60,Male
4/20/22 19:35,4/20/22 19:36,strongly disagree,Yes,No,,,,,,,,,,,,,,,,East North Central,"$50,000-$74,999",iOS Phone / Tablet,18-29,Male
4/20/22 19:33,4/20/22 19:35,strongly disagree,Yes,Yes,Unable to speak or show understanding of language,I’m not sure,I don't recall,,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,None,Someone talking about it in a hospital setting.,New England,Prefer not to answer,iOS Phone / Tablet,45-60,Female
4/20/22 19:35,4/20/22 19:35,neutral,Yes,Yes,B,A spinal condition,From a family member or friend,,Yes,More than 3 years ago,Yes,,Stroke,,,,I'm not sure,None,N,,"$50,000-$74,999",iOS Phone / Tablet,18-29,Male
4/20/22 19:34,4/20/22 19:35,somewhat disagree,Yes,Yes,Language disorder,A language disorder,On TV or in a movie,,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,House,East North Central,"$50,000-$74,999",iOS Phone / Tablet,30-44,Male
4/20/22 19:34,4/20/22 19:34,somewhat agree,Yes,No,,,,,,,,,,,,,,,,East North Central,"$125,000-$149,999",iOS Phone / Tablet,30-44,Male
4/20/22 19:33,4/20/22 19:33,neutral,Yes,No,,,,,,,,,,,,,,,,East North Central,"$50,000-$74,999",iOS Phone / Tablet,45-60,Male
4/20/22 19:30,4/20/22 19:32,strongly disagree,Yes,Yes,trouble bringing up words,A language disorder,On TV or in a movie,,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,news,East North Central,"$75,000-$99,999",Android Phone / Tablet,> 60,Male
4/20/22 19:31,4/20/22 19:32,somewhat disagree,I don't know,Yes,affects the voice,I’m not sure,I don't recall,,No,,,Yes,,,Traumatic brain injury,,,None,book,Pacific,"$100,000-$124,999",Android Phone / Tablet,18-29,Male
4/20/22 19:30,4/20/22 19:31,strongly disagree,Yes,No,,,,,,,,,,,,,,,,West North Central,"$175,000-$199,999",iOS Phone / Tablet,> 60,Male
4/20/22 19:30,4/20/22 19:30,neutral,Yes,No,,,,,,,,,,,,,,,,South Atlantic,"$50,000-$74,999",iOS Phone / Tablet,45-60,Female
4/20/22 19:26,4/20/22 19:30,strongly disagree,Yes,Yes,This condition causes people to not be able to understand language phrases and words they used to understand perfectly well.,A language disorder,From a family member or friend,,No,,,Yes,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,news of Bruce Willis retiring from acting due to his aphasia,West South Central,"$10,000-$24,999",Android Phone / Tablet,45-60,Female
4/20/22 19:28,4/20/22 19:30,strongly disagree,Yes,Yes,I don’t remember,A circulatory condition,Other (please specify),School,No,,,No,Stroke,,,,,3-Jan,I don’t remember,South Atlantic,"$75,000-$99,999",iOS Phone / Tablet,30-44,Male
4/20/22 19:28,4/20/22 19:29,strongly disagree,Yes,Yes,Loss of recognition ,A language disorder,From a doctor,,No,,,I don't know,Stroke,Brain tumor,Traumatic brain injury,,,6-Apr,News ,Middle Atlantic,"$50,000-$74,999",iOS Phone / Tablet,45-60,Male
