"year","gender","age","q_heard_of","q_own_words","q_describes","q_common_cva","q_intellect","q_first_heard","q_diagnosed","q_how_long_ago","q_know_someone_else","q_know_someone","q_causes_cva","q_causes_tumor","q_causes_tbi","q_causes_heart","q_causes_notsure","q_past_year","q_last_place"
"2016","female","45 to 54","No",NA,NA,"No","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","45 to 54","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","Yes","Makes it hard for them to say what they want to say","A language disorder","Yes","Strongly disagree","On TV or in a movie","No",NA,NA,"No","1","1","1","0","0","1 to 3",NA
"2016","female","35 to 44","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","45 to 54","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","35 to 44","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","35 to 44","Yes","Language dysfunction","A language disorder","Yes","Strongly disagree","In a newspaper, magazine or online publication","No",NA,NA,"No","1","1","1","1","0","None",NA
"2016","male","45 to 54","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","55 to 64","No",NA,NA,"I don't know","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","35 to 44","Yes",NA,"I'm not sure","No","Somewhat disagree","I don't recall","No",NA,NA,"No","0","0","0","0","1","1 to 3","tv"
"2016","female","55 to 64","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","45 to 54","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","55 to 64","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","55 to 64","No",NA,NA,"I don't know","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","65 and over","Yes","depends -can be expressive or receptive","A language disorder","Yes","Strongly disagree","From a doctor","No",NA,NA,"Yes","1","0","1","0","0","None",NA
"2016","male","65 and over","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","45 to 54","No",NA,NA,"I don't know","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","45 to 54","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","45 to 54","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","25 to 34","Yes",NA,"I'm not sure","Yes","Strongly disagree","I don't recall","No",NA,NA,"No","0","0","0","0","1","None",NA
"2016","female","45 to 54","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","55 to 64","No",NA,NA,"No","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","45 to 54","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","55 to 64","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","35 to 44","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","45 to 54","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","45 to 54","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","45 to 54","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","55 to 64","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"I don't know","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"Yes","Strongly agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","65 and over","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","45 to 54","No",NA,NA,"Yes","Strongly agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","45 to 54","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","35 to 44","Yes",NA,"A language disorder","Yes","Strongly disagree","From a family member or friend","No",NA,NA,"No","1","1","1","0","0","1 to 3",NA
"2016","male","45 to 54","Yes","Inability to respond to question","None of the above","Yes","Strongly disagree","From a doctor","No",NA,NA,"No","1","1","1","0","0","1 to 3",NA
"2016","male","35 to 44","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","45 to 54","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","45 to 54","Yes","The person understands what you are saying to them but they are physically unable to verbalize their own thoughts and responses. It is very frustrating for the aphasic individual. There are two types, Brocas & Wernickes. In one of them they are unable to understand spoken words as well. I can't remember which one that is.","A language disorder","Yes","Strongly disagree","Other: I had it after my stroke.","Yes","More than 3 years ago","Yes",NA,"1","1","1","0","0","10 or more","In my copy of Stroke magazine from the American Stroke Association."
"2016","male","25 to 34","Yes","Makes them unable to recall","A language disorder","Yes","Strongly disagree","From a doctor","Yes","More than 3 years ago","Yes",NA,"1","1","1","0","0","4 to 6","The internet"
"2016","female","65 and over","Yes","Can't talk","A language disorder","Yes","Somewhat disagree","In a newspaper, magazine or online publication","No",NA,NA,"No","1","1","1","0","0","1 to 3","Reading about it"
"2016","female","45 to 54","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","45 to 54","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","35 to 44","Yes","Swallowing, communication ns","A language disorder","Yes","Strongly disagree","From a family member or friend","No",NA,NA,"Yes","1","1","1","0","0","10 or more","Trump speaking of Clinton"
"2016","female","45 to 54","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","65 and over","No",NA,NA,"I don't know","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","45 to 54","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","45 to 54","No",NA,NA,"I don't know","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","55 to 64","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","55 to 64","No",NA,NA,"I don't know","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","55 to 64","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","25 to 34","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","55 to 64","No",NA,NA,"No","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","65 and over","Yes","They have an inability to verbal express themselves.","A language disorder","Yes","Neutral","Other: From a Client","No",NA,NA,"Yes","1","1","1","0","0","1 to 3","This survey."
"2016","male","25 to 34","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","No",NA,NA,"I don't know","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","35 to 44","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","25 to 34","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","25 to 34","Yes",NA,"I'm not sure","Yes","Strongly disagree","On TV or in a movie","No",NA,NA,"No","0","0","0","0","1","1 to 3","Tv"
"2016","female","25 to 34","Yes",NA,"I'm not sure","Yes","Somewhat disagree","I don't recall","No",NA,NA,"No","0","0","0","0","1","None",NA
"2016","female","35 to 44","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","25 to 34","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","35 to 44","No",NA,NA,"No","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","35 to 44","No",NA,NA,"I don't know","Strongly agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","Yes","Disoriented","A heart condition","Yes","Somewhat disagree","In a newspaper, magazine or online publication","No",NA,NA,"No","0","0","0","1","0","1 to 3",NA
"2016","female","35 to 44","No",NA,NA,"No","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","No",NA,NA,"I don't know","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"Yes","Somewhat agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","25 to 34","No",NA,NA,"Yes","Strongly agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","25 to 34","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","55 to 64","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","45 to 54","No",NA,NA,"I don't know","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","35 to 44","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"Yes","Somewhat agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","Yes","It's a medical condition that does not allow hair to grow","A heart condition","Yes","Neutral","I don't recall","No",NA,NA,"No","0","0","0","0","1","1 to 3",NA
"2016","male","35 to 44","Yes",NA,"I'm not sure","Yes","Strongly disagree","On TV or in a movie","No",NA,NA,"No","0","0","0","0","1","1 to 3",NA
"2016","female","35 to 44","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","25 to 34","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","25 to 34","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","35 to 44","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","55 to 64","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","35 to 44","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","35 to 44","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","35 to 44","No",NA,NA,"No","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","25 to 34","No",NA,NA,"I don't know","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","45 to 54","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","35 to 44","Yes","Unable to make sense of words","A language disorder","Yes","Strongly disagree","On TV or in a movie","No",NA,NA,"No","1","1","1","0","0","1 to 3",NA
"2016","male","55 to 64","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","45 to 54","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","25 to 34","No",NA,NA,"Yes","Strongly agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","35 to 44","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","65 and over","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","55 to 64","Yes","inability to understand or talk","A language disorder","Yes","Somewhat disagree","In a newspaper, magazine or online publication","No",NA,NA,"No","1","1","1","0","0","None",NA
"2016","male","35 to 44","No",NA,NA,"Yes","Somewhat agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","25 to 34","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","45 to 54","Yes","There can be acute or long term aphasia in which the person's cognition is interrupted, often by Traumatic Brain Injury or Mental Illness in which speech and the ability to use it is interrupted.","A language disorder","Yes","Somewhat disagree","Other: While I was receiving my degree in Psychology","No",NA,NA,"No","1","1","1","0","0","None","During my work as a Mental Health Therapist"
"2016","female","45 to 54","Yes","Is it something to do with how the brain functions with cognitive function","A language disorder","Yes","Strongly disagree","Other: In school textbook","No",NA,NA,"No","1","1","1","0","0","None","Talking with a mom whose child was being diagnosed with it"
"2016","male","35 to 44","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","55 to 64","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","55 to 64","No",NA,NA,"Yes","Strongly agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","45 to 54","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","45 to 54","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","No",NA,NA,"Yes","Somewhat agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","45 to 54","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","No",NA,NA,"Yes","Somewhat agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","Yes",NA,"A spinal condition","Yes","Neutral","On TV or in a movie","No",NA,NA,"No","0","0","0","0","1","None",NA
"2016","male","25 to 34","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","35 to 44","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","No",NA,NA,"Yes","Strongly agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","25 to 34","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","35 to 44","No",NA,NA,"I don't know","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","45 to 54","No",NA,NA,"No","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","35 to 44","Yes","The individual loses the ability to understand speech or to express it.","None of the above","Yes","Strongly disagree","From a family member or friend","No",NA,NA,"No","1","1","1","0","0","1 to 3","In a class."
"2016","male","25 to 34","Yes","Hinders speech caused by brain damage","A language disorder","Yes","Neutral","Other: Class","No",NA,NA,"Yes","0","0","1","0","0","1 to 3","In health class"
"2016","male","25 to 34","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","35 to 44","No",NA,NA,"Yes","Somewhat agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","45 to 54","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","45 to 54","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","35 to 44","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","65 and over","Yes","can not speak","None of the above","Yes","Somewhat disagree","In a newspaper, magazine or online publication","No",NA,NA,"No","1","1","1","0","0","None","newspaper"
"2016","female","35 to 44","Yes","Communication disorder","A language disorder","Yes","Somewhat disagree","I don't recall","No",NA,NA,"No","1","1","1","0","0","None","In my medical text books"
"2016","female","35 to 44","No",NA,NA,"I don't know","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","Yes",NA,"I'm not sure","Yes","Neutral","On TV or in a movie","No",NA,NA,"I don't know","0","0","0","0","1","1 to 3",NA
"2016","male","25 to 34","No",NA,NA,"I don't know","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","35 to 44","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","45 to 54","No",NA,NA,"I don't know","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","25 to 34","Yes",NA,"I'm not sure","Yes","Strongly disagree","I don't recall","No",NA,NA,"I don't know","0","0","0","0","1","None",NA
"2016","male","65 and over","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","35 to 44","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","Yes","difficulty finding words","A language disorder","Yes","Strongly disagree","Other: online research","No",NA,NA,"No","1","1","1","0","0","None","talk with my neice"
"2016","male","55 to 64","No",NA,NA,"I don't know","Somewhat agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","35 to 44","No",NA,NA,"Yes","Strongly agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","45 to 54","No",NA,NA,"I don't know","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","35 to 44","Yes","PERSON loses to understand and express speech. Brain damage","A spinal condition","Yes","Strongly agree","In a newspaper, magazine or online publication","No",NA,NA,"No","0","1","1","0","0","1 to 3","news site"
"2016","male","55 to 64","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","35 to 44","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","25 to 34","Yes","It gives u bumby slin & rashes all over you let boduly","A circulatory condition","I don't know","Somewhat disagree","I don't recall","No",NA,NA,"I don't know","0","0","0","0","1","None",NA
"2016","female","35 to 44","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"No","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"Yes","Somewhat agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"I don't know","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","No",NA,NA,"I don't know","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"Yes","Strongly agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","55 to 64","No",NA,NA,"I don't know","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","45 to 54","Yes",NA,"I'm not sure","Yes","Strongly disagree","I don't recall","No",NA,NA,"I don't know","0","0","0","0","1","None",NA
"2016","male","45 to 54","Yes","A person's ability to communicate, express themselves and/or understand is severely affected/hindered.","None of the above","Yes","Strongly disagree","I don't recall","No",NA,NA,"Yes","1","1","1","0","0","1 to 3",NA
"2016","male","45 to 54","No",NA,NA,"Yes","Somewhat agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","25 to 34","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","55 to 64","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","35 to 44","No",NA,NA,"No","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","45 to 54","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
